user,month,income,expenses,week,weekly_value,category,category_value,ai_insight
2,2025-06,42259,24220,W1,6461,,,You're overspending on Food this month.
2,2025-06,42259,24220,W2,6723,,,You're overspending on Food this month.
2,2025-06,42259,24220,W3,5006,,,You're overspending on Food this month.
2,2025-06,42259,24220,W4,5715,,,You're overspending on Food this month.
2,2025-06,42259,24220,,,Food,3927,You're overspending on Food this month.
2,2025-06,42259,24220,,,Travel,4141,You're overspending on Food this month.
2,2025-06,42259,24220,,,Bills,981,You're overspending on Food this month.
2,2025-06,42259,24220,,,Shopping,4800,You're overspending on Food this month.
2,2025-06,42259,24220,,,Entertainment,1232,You're overspending on Food this month.
2,2025-06,42259,24220,,,Misc,3502,You're overspending on Food this month.
2,2025-07,51663,24791,W1,6232,,,Travel costs increased by 12% this month.
2,2025-07,51663,24791,W2,5495,,,Travel costs increased by 12% this month.
2,2025-07,51663,24791,W3,4213,,,Travel costs increased by 12% this month.
2,2025-07,51663,24791,W4,4491,,,Travel costs increased by 12% this month.
2,2025-07,51663,24791,,,Food,2060,Travel costs increased by 12% this month.
2,2025-07,51663,24791,,,Travel,7414,Travel costs increased by 12% this month.
2,2025-07,51663,24791,,,Bills,3386,Travel costs increased by 12% this month.
2,2025-07,51663,24791,,,Shopping,1171,Travel costs increased by 12% this month.
2,2025-07,51663,24791,,,Entertainment,2330,Travel costs increased by 12% this month.
2,2025-07,51663,24791,,,Misc,2019,Travel costs increased by 12% this month.
2,2025-08,51997,23581,W1,6387,,,Bills are unusually high this month.
2,2025-08,51997,23581,W2,5621,,,Bills are unusually high this month.
2,2025-08,51997,23581,W3,6227,,,Bills are unusually high this month.
2,2025-08,51997,23581,W4,5712,,,Bills are unusually high this month.
2,2025-08,51997,23581,,,Food,7658,Bills are unusually high this month.
2,2025-08,51997,23581,,,Travel,7078,Bills are unusually high this month.
2,2025-08,51997,23581,,,Bills,4267,Bills are unusually high this month.
2,2025-08,51997,23581,,,Shopping,3833,Bills are unusually high this month.
2,2025-08,51997,23581,,,Entertainment,1976,Bills are unusually high this month.
2,2025-08,51997,23581,,,Misc,2991,Bills are unusually high this month.
2,2025-09,42237,19019,W1,4772,,,Entertainment spending increased 18%.
2,2025-09,42237,19019,W2,4766,,,Entertainment spending increased 18%.
2,2025-09,42237,19019,W3,5045,,,Entertainment spending increased 18%.
2,2025-09,42237,19019,W4,4673,,,Entertainment spending increased 18%.
2,2025-09,42237,19019,,,Food,4251,Entertainment spending increased 18%.
2,2025-09,42237,19019,,,Travel,2137,Entertainment spending increased 18%.
2,2025-09,42237,19019,,,Bills,983,Entertainment spending increased 18%.
2,2025-09,42237,19019,,,Shopping,4338,Entertainment spending increased 18%.
2,2025-09,42237,19019,,,Entertainment,4396,Entertainment spending increased 18%.
2,2025-09,42237,19019,,,Misc,7236,Entertainment spending increased 18%.
2,2025-10,46673,20835,W1,5386,,,Travel spending is stable.
2,2025-10,46673,20835,W2,5443,,,Travel spending is stable.
2,2025-10,46673,20835,W3,4339,,,Travel spending is stable.
2,2025-10,46673,20835,W4,4065,,,Travel spending is stable.
2,2025-10,46673,20835,,,Food,7176,Travel spending is stable.
2,2025-10,46673,20835,,,Travel,6676,Travel spending is stable.
2,2025-10,46673,20835,,,Bills,2598,Travel spending is stable.
2,2025-10,46673,20835,,,Shopping,2413,Travel spending is stable.
2,2025-10,46673,20835,,,Entertainment,5255,Travel spending is stable.
2,2025-10,46673,20835,,,Misc,5831,Travel spending is stable.
2,2025-11,42225,18254,W1,5229,,,Good job! Your spending is controlled.
2,2025-11,42225,18254,W2,5634,,,Good job! Your spending is controlled.
2,2025-11,42225,18254,W3,4535,,,Good job! Your spending is controlled.
2,2025-11,42225,18254,W4,5603,,,Good job! Your spending is controlled.
2,2025-11,42225,18254,,,Food,7209,Good job! Your spending is controlled.
2,2025-11,42225,18254,,,Travel,4974,Good job! Your spending is controlled.
2,2025-11,42225,18254,,,Bills,4549,Good job! Your spending is controlled.
2,2025-11,42225,18254,,,Shopping,4349,Good job! Your spending is controlled.
2,2025-11,42225,18254,,,Entertainment,3072,Good job! Your spending is controlled.
2,2025-11,42225,18254,,,Misc,5935,Good job! Your spending is controlled.
3,2025-06,50457,18977,W1,4901,,,You're overspending on Food this month.
3,2025-06,50457,18977,W2,6669,,,You're overspending on Food this month.
3,2025-06,50457,18977,W3,5340,,,You're overspending on Food this month.
3,2025-06,50457,18977,W4,4316,,,You're overspending on Food this month.
3,2025-06,50457,18977,,,Food,6760,You're overspending on Food this month.
3,2025-06,50457,18977,,,Travel,4449,You're overspending on Food this month.
3,2025-06,50457,18977,,,Bills,6757,You're overspending on Food this month.
3,2025-06,50457,18977,,,Shopping,6659,You're overspending on Food this month.
3,2025-06,50457,18977,,,Entertainment,4964,You're overspending on Food this month.
3,2025-06,50457,18977,,,Misc,7333,You're overspending on Food this month.
3,2025-07,47501,23456,W1,6667,,,Travel costs increased by 12% this month.
3,2025-07,47501,23456,W2,5201,,,Travel costs increased by 12% this month.
3,2025-07,47501,23456,W3,5379,,,Travel costs increased by 12% this month.
3,2025-07,47501,23456,W4,4487,,,Travel costs increased by 12% this month.
3,2025-07,47501,23456,,,Food,4301,Travel costs increased by 12% this month.
3,2025-07,47501,23456,,,Travel,5142,Travel costs increased by 12% this month.
3,2025-07,47501,23456,,,Bills,3486,Travel costs increased by 12% this month.
3,2025-07,47501,23456,,,Shopping,4357,Travel costs increased by 12% this month.
3,2025-07,47501,23456,,,Entertainment,1887,Travel costs increased by 12% this month.
3,2025-07,47501,23456,,,Misc,4025,Travel costs increased by 12% this month.
3,2025-08,44067,21703,W1,4904,,,Bills are unusually high this month.
3,2025-08,44067,21703,W2,5107,,,Bills are unusually high this month.
3,2025-08,44067,21703,W3,6102,,,Bills are unusually high this month.
3,2025-08,44067,21703,W4,5749,,,Bills are unusually high this month.
3,2025-08,44067,21703,,,Food,2510,Bills are unusually high this month.
3,2025-08,44067,21703,,,Travel,2430,Bills are unusually high this month.
3,2025-08,44067,21703,,,Bills,6979,Bills are unusually high this month.
3,2025-08,44067,21703,,,Shopping,964,Bills are unusually high this month.
3,2025-08,44067,21703,,,Entertainment,2132,Bills are unusually high this month.
3,2025-08,44067,21703,,,Misc,2904,Bills are unusually high this month.
3,2025-09,47818,24147,W1,5846,,,Entertainment spending increased 18%.
3,2025-09,47818,24147,W2,6418,,,Entertainment spending increased 18%.
3,2025-09,47818,24147,W3,5768,,,Entertainment spending increased 18%.
3,2025-09,47818,24147,W4,6639,,,Entertainment spending increased 18%.
3,2025-09,47818,24147,,,Food,2540,Entertainment spending increased 18%.
3,2025-09,47818,24147,,,Travel,1749,Entertainment spending increased 18%.
3,2025-09,47818,24147,,,Bills,3567,Entertainment spending increased 18%.
3,2025-09,47818,24147,,,Shopping,2911,Entertainment spending increased 18%.
3,2025-09,47818,24147,,,Entertainment,7667,Entertainment spending increased 18%.
3,2025-09,47818,24147,,,Misc,4876,Entertainment spending increased 18%.
3,2025-10,46681,23929,W1,5568,,,Travel spending is stable.
3,2025-10,46681,23929,W2,6180,,,Travel spending is stable.
3,2025-10,46681,23929,W3,5965,,,Travel spending is stable.
3,2025-10,46681,23929,W4,4154,,,Travel spending is stable.
3,2025-10,46681,23929,,,Food,4965,Travel spending is stable.
3,2025-10,46681,23929,,,Travel,2518,Travel spending is stable.
3,2025-10,46681,23929,,,Bills,3685,Travel spending is stable.
3,2025-10,46681,23929,,,Shopping,3203,Travel spending is stable.
3,2025-10,46681,23929,,,Entertainment,2130,Travel spending is stable.
3,2025-10,46681,23929,,,Misc,1430,Travel spending is stable.
3,2025-11,47095,18868,W1,5620,,,Good job! Your spending is controlled.
3,2025-11,47095,18868,W2,4914,,,Good job! Your spending is controlled.
3,2025-11,47095,18868,W3,4224,,,Good job! Your spending is controlled.
3,2025-11,47095,18868,W4,4142,,,Good job! Your spending is controlled.
3,2025-11,47095,18868,,,Food,2852,Good job! Your spending is controlled.
3,2025-11,47095,18868,,,Travel,7807,Good job! Your spending is controlled.
3,2025-11,47095,18868,,,Bills,967,Good job! Your spending is controlled.
3,2025-11,47095,18868,,,Shopping,2770,Good job! Your spending is controlled.
3,2025-11,47095,18868,,,Entertainment,7804,Good job! Your spending is controlled.
3,2025-11,47095,18868,,,Misc,1227,Good job! Your spending is controlled.
4,2025-06,43074,24452,W1,4997,,,You're overspending on Food this month.
4,2025-06,43074,24452,W2,4803,,,You're overspending on Food this month.
4,2025-06,43074,24452,W3,4361,,,You're overspending on Food this month.
4,2025-06,43074,24452,W4,6818,,,You're overspending on Food this month.
4,2025-06,43074,24452,,,Food,5511,You're overspending on Food this month.
4,2025-06,43074,24452,,,Travel,2016,You're overspending on Food this month.
4,2025-06,43074,24452,,,Bills,3462,You're overspending on Food this month.
4,2025-06,43074,24452,,,Shopping,5283,You're overspending on Food this month.
4,2025-06,43074,24452,,,Entertainment,967,You're overspending on Food this month.
4,2025-06,43074,24452,,,Misc,4041,You're overspending on Food this month.
4,2025-07,49425,19828,W1,5582,,,Travel costs increased by 12% this month.
4,2025-07,49425,19828,W2,5893,,,Travel costs increased by 12% this month.
4,2025-07,49425,19828,W3,6906,,,Travel costs increased by 12% this month.
4,2025-07,49425,19828,W4,5591,,,Travel costs increased by 12% this month.
4,2025-07,49425,19828,,,Food,1401,Travel costs increased by 12% this month.
4,2025-07,49425,19828,,,Travel,4802,Travel costs increased by 12% this month.
4,2025-07,49425,19828,,,Bills,5541,Travel costs increased by 12% this month.
4,2025-07,49425,19828,,,Shopping,1516,Travel costs increased by 12% this month.
4,2025-07,49425,19828,,,Entertainment,1925,Travel costs increased by 12% this month.
4,2025-07,49425,19828,,,Misc,6112,Travel costs increased by 12% this month.
4,2025-08,43740,23655,W1,4438,,,Bills are unusually high this month.
4,2025-08,43740,23655,W2,6004,,,Bills are unusually high this month.
4,2025-08,43740,23655,W3,6939,,,Bills are unusually high this month.
4,2025-08,43740,23655,W4,5119,,,Bills are unusually high this month.
4,2025-08,43740,23655,,,Food,2559,Bills are unusually high this month.
4,2025-08,43740,23655,,,Travel,6306,Bills are unusually high this month.
4,2025-08,43740,23655,,,Bills,3626,Bills are unusually high this month.
4,2025-08,43740,23655,,,Shopping,5643,Bills are unusually high this month.
4,2025-08,43740,23655,,,Entertainment,7115,Bills are unusually high this month.
4,2025-08,43740,23655,,,Misc,2840,Bills are unusually high this month.
4,2025-09,48197,23661,W1,4033,,,Entertainment spending increased 18%.
4,2025-09,48197,23661,W2,6812,,,Entertainment spending increased 18%.
4,2025-09,48197,23661,W3,4034,,,Entertainment spending increased 18%.
4,2025-09,48197,23661,W4,5309,,,Entertainment spending increased 18%.
4,2025-09,48197,23661,,,Food,2003,Entertainment spending increased 18%.
4,2025-09,48197,23661,,,Travel,6023,Entertainment spending increased 18%.
4,2025-09,48197,23661,,,Bills,1275,Entertainment spending increased 18%.
4,2025-09,48197,23661,,,Shopping,1639,Entertainment spending increased 18%.
4,2025-09,48197,23661,,,Entertainment,3713,Entertainment spending increased 18%.
4,2025-09,48197,23661,,,Misc,6682,Entertainment spending increased 18%.
4,2025-10,50372,22763,W1,6692,,,Travel spending is stable.
4,2025-10,50372,22763,W2,6585,,,Travel spending is stable.
4,2025-10,50372,22763,W3,4991,,,Travel spending is stable.
4,2025-10,50372,22763,W4,5606,,,Travel spending is stable.
4,2025-10,50372,22763,,,Food,4734,Travel spending is stable.
4,2025-10,50372,22763,,,Travel,2567,Travel spending is stable.
4,2025-10,50372,22763,,,Bills,968,Travel spending is stable.
4,2025-10,50372,22763,,,Shopping,7312,Travel spending is stable.
4,2025-10,50372,22763,,,Entertainment,7108,Travel spending is stable.
4,2025-10,50372,22763,,,Misc,1775,Travel spending is stable.
4,2025-11,46720,23510,W1,4221,,,Good job! Your spending is controlled.
4,2025-11,46720,23510,W2,4853,,,Good job! Your spending is controlled.
4,2025-11,46720,23510,W3,5840,,,Good job! Your spending is controlled.
4,2025-11,46720,23510,W4,6828,,,Good job! Your spending is controlled.
4,2025-11,46720,23510,,,Food,3959,Good job! Your spending is controlled.
4,2025-11,46720,23510,,,Travel,5741,Good job! Your spending is controlled.
4,2025-11,46720,23510,,,Bills,5296,Good job! Your spending is controlled.
4,2025-11,46720,23510,,,Shopping,7638,Good job! Your spending is controlled.
4,2025-11,46720,23510,,,Entertainment,2671,Good job! Your spending is controlled.
4,2025-11,46720,23510,,,Misc,7489,Good job! Your spending is controlled.
5,2025-06,44114,19990,W1,6845,,,You're overspending on Food this month.
5,2025-06,44114,19990,W2,5029,,,You're overspending on Food this month.
5,2025-06,44114,19990,W3,6841,,,You're overspending on Food this month.
5,2025-06,44114,19990,W4,5544,,,You're overspending on Food this month.
5,2025-06,44114,19990,,,Food,1012,You're overspending on Food this month.
5,2025-06,44114,19990,,,Travel,4055,You're overspending on Food this month.
5,2025-06,44114,19990,,,Bills,6128,You're overspending on Food this month.
5,2025-06,44114,19990,,,Shopping,7751,You're overspending on Food this month.
5,2025-06,44114,19990,,,Entertainment,2767,You're overspending on Food this month.
5,2025-06,44114,19990,,,Misc,7283,You're overspending on Food this month.
5,2025-07,46478,20476,W1,5891,,,Travel costs increased by 12% this month.
5,2025-07,46478,20476,W2,5513,,,Travel costs increased by 12% this month.
5,2025-07,46478,20476,W3,4167,,,Travel costs increased by 12% this month.
5,2025-07,46478,20476,W4,5794,,,Travel costs increased by 12% this month.
5,2025-07,46478,20476,,,Food,1648,Travel costs increased by 12% this month.
5,2025-07,46478,20476,,,Travel,6398,Travel costs increased by 12% this month.
5,2025-07,46478,20476,,,Bills,6650,Travel costs increased by 12% this month.
5,2025-07,46478,20476,,,Shopping,2646,Travel costs increased by 12% this month.
5,2025-07,46478,20476,,,Entertainment,7840,Travel costs increased by 12% this month.
5,2025-07,46478,20476,,,Misc,2514,Travel costs increased by 12% this month.
5,2025-08,46721,20637,W1,4044,,,Bills are unusually high this month.
5,2025-08,46721,20637,W2,6879,,,Bills are unusually high this month.
5,2025-08,46721,20637,W3,5768,,,Bills are unusually high this month.
5,2025-08,46721,20637,W4,6749,,,Bills are unusually high this month.
5,2025-08,46721,20637,,,Food,6031,Bills are unusually high this month.
5,2025-08,46721,20637,,,Travel,3678,Bills are unusually high this month.
5,2025-08,46721,20637,,,Bills,1391,Bills are unusually high this month.
5,2025-08,46721,20637,,,Shopping,1234,Bills are unusually high this month.
5,2025-08,46721,20637,,,Entertainment,5611,Bills are unusually high this month.
5,2025-08,46721,20637,,,Misc,6698,Bills are unusually high this month.
5,2025-09,49209,20478,W1,6195,,,Entertainment spending increased 18%.
5,2025-09,49209,20478,W2,6308,,,Entertainment spending increased 18%.
5,2025-09,49209,20478,W3,4766,,,Entertainment spending increased 18%.
5,2025-09,49209,20478,W4,5385,,,Entertainment spending increased 18%.
5,2025-09,49209,20478,,,Food,1073,Entertainment spending increased 18%.
5,2025-09,49209,20478,,,Travel,5366,Entertainment spending increased 18%.
5,2025-09,49209,20478,,,Bills,1621,Entertainment spending increased 18%.
5,2025-09,49209,20478,,,Shopping,1425,Entertainment spending increased 18%.
5,2025-09,49209,20478,,,Entertainment,1356,Entertainment spending increased 18%.
5,2025-09,49209,20478,,,Misc,5818,Entertainment spending increased 18%.
5,2025-10,44740,20972,W1,6263,,,Travel spending is stable.
5,2025-10,44740,20972,W2,5220,,,Travel spending is stable.
5,2025-10,44740,20972,W3,5574,,,Travel spending is stable.
5,2025-10,44740,20972,W4,4297,,,Travel spending is stable.
5,2025-10,44740,20972,,,Food,1438,Travel spending is stable.
5,2025-10,44740,20972,,,Travel,978,Travel spending is stable.
5,2025-10,44740,20972,,,Bills,4277,Travel spending is stable.
5,2025-10,44740,20972,,,Shopping,1091,Travel spending is stable.
5,2025-10,44740,20972,,,Entertainment,7445,Travel spending is stable.
5,2025-10,44740,20972,,,Misc,6319,Travel spending is stable.
5,2025-11,43108,22029,W1,5965,,,Good job! Your spending is controlled.
5,2025-11,43108,22029,W2,6778,,,Good job! Your spending is controlled.
5,2025-11,43108,22029,W3,6041,,,Good job! Your spending is controlled.
5,2025-11,43108,22029,W4,5598,,,Good job! Your spending is controlled.
5,2025-11,43108,22029,,,Food,820,Good job! Your spending is controlled.
5,2025-11,43108,22029,,,Travel,6568,Good job! Your spending is controlled.
5,2025-11,43108,22029,,,Bills,3771,Good job! Your spending is controlled.
5,2025-11,43108,22029,,,Shopping,3439,Good job! Your spending is controlled.
5,2025-11,43108,22029,,,Entertainment,6572,Good job! Your spending is controlled.
5,2025-11,43108,22029,,,Misc,1536,Good job! Your spending is controlled.
6,2025-06,51203,22181,W1,5799,,,You're overspending on Food this month.
6,2025-06,51203,22181,W2,6737,,,You're overspending on Food this month.
6,2025-06,51203,22181,W3,5709,,,You're overspending on Food this month.
6,2025-06,51203,22181,W4,6532,,,You're overspending on Food this month.
6,2025-06,51203,22181,,,Food,4560,You're overspending on Food this month.
6,2025-06,51203,22181,,,Travel,1220,You're overspending on Food this month.
6,2025-06,51203,22181,,,Bills,7006,You're overspending on Food this month.
6,2025-06,51203,22181,,,Shopping,2596,You're overspending on Food this month.
6,2025-06,51203,22181,,,Entertainment,2665,You're overspending on Food this month.
6,2025-06,51203,22181,,,Misc,5849,You're overspending on Food this month.
6,2025-07,50521,23806,W1,5468,,,Travel costs increased by 12% this month.
6,2025-07,50521,23806,W2,5107,,,Travel costs increased by 12% this month.
6,2025-07,50521,23806,W3,5744,,,Travel costs increased by 12% this month.
6,2025-07,50521,23806,W4,4912,,,Travel costs increased by 12% this month.
6,2025-07,50521,23806,,,Food,7436,Travel costs increased by 12% this month.
6,2025-07,50521,23806,,,Travel,1743,Travel costs increased by 12% this month.
6,2025-07,50521,23806,,,Bills,1759,Travel costs increased by 12% this month.
6,2025-07,50521,23806,,,Shopping,5180,Travel costs increased by 12% this month.
6,2025-07,50521,23806,,,Entertainment,1031,Travel costs increased by 12% this month.
6,2025-07,50521,23806,,,Misc,2156,Travel costs increased by 12% this month.
6,2025-08,45663,20867,W1,5258,,,Bills are unusually high this month.
6,2025-08,45663,20867,W2,5538,,,Bills are unusually high this month.
6,2025-08,45663,20867,W3,5073,,,Bills are unusually high this month.
6,2025-08,45663,20867,W4,4940,,,Bills are unusually high this month.
6,2025-08,45663,20867,,,Food,3058,Bills are unusually high this month.
6,2025-08,45663,20867,,,Travel,6701,Bills are unusually high this month.
6,2025-08,45663,20867,,,Bills,7063,Bills are unusually high this month.
6,2025-08,45663,20867,,,Shopping,5123,Bills are unusually high this month.
6,2025-08,45663,20867,,,Entertainment,6809,Bills are unusually high this month.
6,2025-08,45663,20867,,,Misc,7199,Bills are unusually high this month.
6,2025-09,46155,20305,W1,4075,,,Entertainment spending increased 18%.
6,2025-09,46155,20305,W2,4737,,,Entertainment spending increased 18%.
6,2025-09,46155,20305,W3,6872,,,Entertainment spending increased 18%.
6,2025-09,46155,20305,W4,5858,,,Entertainment spending increased 18%.
6,2025-09,46155,20305,,,Food,3858,Entertainment spending increased 18%.
6,2025-09,46155,20305,,,Travel,5102,Entertainment spending increased 18%.
6,2025-09,46155,20305,,,Bills,2985,Entertainment spending increased 18%.
6,2025-09,46155,20305,,,Shopping,6580,Entertainment spending increased 18%.
6,2025-09,46155,20305,,,Entertainment,7935,Entertainment spending increased 18%.
6,2025-09,46155,20305,,,Misc,1899,Entertainment spending increased 18%.
6,2025-10,49288,20912,W1,6721,,,Travel spending is stable.
6,2025-10,49288,20912,W2,4467,,,Travel spending is stable.
6,2025-10,49288,20912,W3,6349,,,Travel spending is stable.
6,2025-10,49288,20912,W4,5940,,,Travel spending is stable.
6,2025-10,49288,20912,,,Food,5140,Travel spending is stable.
6,2025-10,49288,20912,,,Travel,2325,Travel spending is stable.
6,2025-10,49288,20912,,,Bills,7552,Travel spending is stable.
6,2025-10,49288,20912,,,Shopping,2795,Travel spending is stable.
6,2025-10,49288,20912,,,Entertainment,7741,Travel spending is stable.
6,2025-10,49288,20912,,,Misc,2785,Travel spending is stable.
6,2025-11,44221,20978,W1,4533,,,Good job! Your spending is controlled.
6,2025-11,44221,20978,W2,4830,,,Good job! Your spending is controlled.
6,2025-11,44221,20978,W3,4319,,,Good job! Your spending is controlled.
6,2025-11,44221,20978,W4,4626,,,Good job! Your spending is controlled.
6,2025-11,44221,20978,,,Food,3130,Good job! Your spending is controlled.
6,2025-11,44221,20978,,,Travel,7662,Good job! Your spending is controlled.
6,2025-11,44221,20978,,,Bills,7028,Good job! Your spending is controlled.
6,2025-11,44221,20978,,,Shopping,5442,Good job! Your spending is controlled.
6,2025-11,44221,20978,,,Entertainment,7904,Good job! Your spending is controlled.
6,2025-11,44221,20978,,,Misc,2040,Good job! Your spending is controlled.
7,2025-06,50863,24224,W1,5407,,,You're overspending on Food this month.
7,2025-06,50863,24224,W2,6299,,,You're overspending on Food this month.
7,2025-06,50863,24224,W3,4286,,,You're overspending on Food this month.
7,2025-06,50863,24224,W4,4786,,,You're overspending on Food this month.
7,2025-06,50863,24224,,,Food,2187,You're overspending on Food this month.
7,2025-06,50863,24224,,,Travel,2794,You're overspending on Food this month.
7,2025-06,50863,24224,,,Bills,5781,You're overspending on Food this month.
7,2025-06,50863,24224,,,Shopping,5196,You're overspending on Food this month.
7,2025-06,50863,24224,,,Entertainment,2958,You're overspending on Food this month.
7,2025-06,50863,24224,,,Misc,6218,You're overspending on Food this month.
7,2025-07,43473,23523,W1,5265,,,Travel costs increased by 12% this month.
7,2025-07,43473,23523,W2,4471,,,Travel costs increased by 12% this month.
7,2025-07,43473,23523,W3,4191,,,Travel costs increased by 12% this month.
7,2025-07,43473,23523,W4,6015,,,Travel costs increased by 12% this month.
7,2025-07,43473,23523,,,Food,3425,Travel costs increased by 12% this month.
7,2025-07,43473,23523,,,Travel,6958,Travel costs increased by 12% this month.
7,2025-07,43473,23523,,,Bills,2191,Travel costs increased by 12% this month.
7,2025-07,43473,23523,,,Shopping,2659,Travel costs increased by 12% this month.
7,2025-07,43473,23523,,,Entertainment,2945,Travel costs increased by 12% this month.
7,2025-07,43473,23523,,,Misc,6182,Travel costs increased by 12% this month.
7,2025-08,45595,25549,W1,4715,,,Bills are unusually high this month.
7,2025-08,45595,25549,W2,4122,,,Bills are unusually high this month.
7,2025-08,45595,25549,W3,6061,,,Bills are unusually high this month.
7,2025-08,45595,25549,W4,6614,,,Bills are unusually high this month.
7,2025-08,45595,25549,,,Food,6663,Bills are unusually high this month.
7,2025-08,45595,25549,,,Travel,4349,Bills are unusually high this month.
7,2025-08,45595,25549,,,Bills,4292,Bills are unusually high this month.
7,2025-08,45595,25549,,,Shopping,2310,Bills are unusually high this month.
7,2025-08,45595,25549,,,Entertainment,3173,Bills are unusually high this month.
7,2025-08,45595,25549,,,Misc,2894,Bills are unusually high this month.
7,2025-09,45455,20926,W1,4179,,,Entertainment spending increased 18%.
7,2025-09,45455,20926,W2,4474,,,Entertainment spending increased 18%.
7,2025-09,45455,20926,W3,5299,,,Entertainment spending increased 18%.
7,2025-09,45455,20926,W4,5954,,,Entertainment spending increased 18%.
7,2025-09,45455,20926,,,Food,2928,Entertainment spending increased 18%.
7,2025-09,45455,20926,,,Travel,1373,Entertainment spending increased 18%.
7,2025-09,45455,20926,,,Bills,4894,Entertainment spending increased 18%.
7,2025-09,45455,20926,,,Shopping,3403,Entertainment spending increased 18%.
7,2025-09,45455,20926,,,Entertainment,3596,Entertainment spending increased 18%.
7,2025-09,45455,20926,,,Misc,6687,Entertainment spending increased 18%.
7,2025-10,43804,25162,W1,5463,,,Travel spending is stable.
7,2025-10,43804,25162,W2,4334,,,Travel spending is stable.
